Time_s   F0_st__200_
16.466714   --undefined--
16.469057   --undefined--
16.471401   --undefined--
16.473745   --undefined--
16.476089   --undefined--
16.478432   --undefined--
16.480776   --undefined--
16.483120   --undefined--
16.485464   --undefined--
16.487807   --undefined--
16.490151   --undefined--
16.492495   --undefined--
16.494839   --undefined--
16.497182   --undefined--
16.499526   --undefined--
16.501870   --undefined--
16.504214   --undefined--
16.506557   --undefined--
16.508901   --undefined--
16.511245   --undefined--
16.513589   --undefined--
16.515932   26.914280
16.518276   24.473618
16.520620   22.390382
16.522964   21.715552
16.525307   21.318115
16.527651   22.123407
16.529995   --undefined--
16.532339   --undefined--
16.534682   --undefined--
16.537026   --undefined--
16.539370   --undefined--
16.541714   --undefined--
16.544057   --undefined--
16.546401   --undefined--
16.548745   --undefined--
16.551089   --undefined--
16.553432   --undefined--
16.555776   --undefined--
16.558120   --undefined--
16.560464   --undefined--
16.562807   --undefined--
16.565151   --undefined--
16.567495   --undefined--
16.569839   --undefined--
16.572182   --undefined--
16.574526   --undefined--
16.576870   --undefined--
16.579214   --undefined--
16.581557   --undefined--
16.583901   --undefined--
16.586245   --undefined--
16.588589   --undefined--
16.590932   --undefined--
16.593276   --undefined--
16.595620   --undefined--
16.597964   --undefined--
16.600307   --undefined--
16.602651   --undefined--
16.604995   --undefined--
16.607339   --undefined--
16.609682   --undefined--
16.612026   --undefined--
16.614370   --undefined--
16.616714   --undefined--
16.619057   --undefined--
16.621401   --undefined--
16.623745   --undefined--
16.626089   --undefined--
16.628432   --undefined--
16.630776   --undefined--
16.633120   --undefined--
16.635464   --undefined--
16.637807   --undefined--
16.640151   --undefined--
16.642495   --undefined--
16.644839   --undefined--
16.647182   --undefined--
16.649526   --undefined--
16.651870   --undefined--
16.654214   --undefined--
16.656557   --undefined--
16.658901   --undefined--
16.661245   --undefined--
16.663589   --undefined--
16.665932   --undefined--
16.668276   --undefined--
16.670620   --undefined--
16.672964   --undefined--
16.675307   14.934725
16.677651   14.751531
16.679995   14.668575
16.682339   14.959142
16.684682   15.860454
16.687026   --undefined--
16.689370   --undefined--
16.691714   --undefined--
16.694057   --undefined--
16.696401   --undefined--
16.698745   --undefined--
16.701089   14.278971
16.703432   14.528224
16.705776   15.528156
16.708120   14.997435
16.710464   14.779541
16.712807   15.333196
16.715151   --undefined--
16.717495   --undefined--
16.719839   --undefined--
16.722182   --undefined--
16.724526   --undefined--
16.726870   --undefined--
16.729214   --undefined--
16.731557   --undefined--
16.733901   --undefined--
16.736245   --undefined--
16.738589   --undefined--
16.740932   --undefined--
16.743276   --undefined--
16.745620   --undefined--
16.747964   --undefined--
16.750307   --undefined--
16.752651   --undefined--
16.754995   --undefined--
16.757339   --undefined--
16.759682   --undefined--
16.762026   23.129792
16.764370   22.294671
16.766714   21.369257
16.769057   21.138749
16.771401   21.074486
16.773745   --undefined--
16.776089   --undefined--
16.778432   --undefined--
16.780776   --undefined--
16.783120   --undefined--
16.785464   --undefined--
16.787807   --undefined--
16.790151   --undefined--
16.792495   --undefined--
16.794839   --undefined--
16.797182   --undefined--
16.799526   --undefined--
16.801870   --undefined--
16.804214   --undefined--
16.806557   --undefined--
16.808901   --undefined--
16.811245   --undefined--
16.813589   --undefined--
16.815932   --undefined--
16.818276   --undefined--
16.820620   --undefined--
16.822964   --undefined--
16.825307   --undefined--
16.827651   --undefined--
16.829995   --undefined--
16.832339   --undefined--
16.834682   --undefined--
16.837026   --undefined--
16.839370   --undefined--
16.841714   --undefined--
16.844057   --undefined--
16.846401   --undefined--
16.848745   --undefined--
16.851089   --undefined--
16.853432   --undefined--
16.855776   --undefined--
16.858120   --undefined--
16.860464   --undefined--
16.862807   --undefined--
16.865151   --undefined--
16.867495   --undefined--
16.869839   --undefined--
16.872182   --undefined--
16.874526   --undefined--
16.876870   --undefined--
16.879214   --undefined--
16.881557   --undefined--
16.883901   --undefined--
16.886245   --undefined--
16.888589   --undefined--
16.890932   --undefined--
16.893276   --undefined--
16.895620   --undefined--
16.897964   22.223585
16.900307   21.699815
16.902651   21.525984
16.904995   --undefined--
16.907339   --undefined--
16.909682   --undefined--
16.912026   --undefined--
16.914370   --undefined--
16.916714   --undefined--
16.919057   --undefined--
16.921401   --undefined--
16.923745   --undefined--
16.926089   --undefined--
16.928432   --undefined--
16.930776   --undefined--
16.933120   --undefined--
16.935464   --undefined--
16.937807   --undefined--
16.940151   --undefined--
16.942495   --undefined--
16.944839   --undefined--
16.947182   --undefined--
16.949526   --undefined--
16.951870   --undefined--
16.954214   --undefined--
16.956557   --undefined--
16.958901   --undefined--
16.961245   --undefined--
16.963589   --undefined--
16.965932   --undefined--
16.968276   --undefined--
16.970620   --undefined--
16.972964   --undefined--
16.975307   --undefined--
16.977651   --undefined--
16.979995   --undefined--
16.982339   --undefined--
16.984682   --undefined--
16.987026   --undefined--
16.989370   --undefined--
16.991714   --undefined--
16.994057   --undefined--
16.996401   --undefined--
16.998745   --undefined--
17.001089   --undefined--
17.003432   --undefined--
17.005776   --undefined--
17.008120   --undefined--
17.010464   --undefined--
17.012807   --undefined--
17.015151   --undefined--
17.017495   --undefined--
17.019839   --undefined--
17.022182   --undefined--
17.024526   --undefined--
17.026870   --undefined--
17.029214   --undefined--
17.031557   --undefined--
17.033901   --undefined--
17.036245   --undefined--
17.038589   --undefined--
17.040932   --undefined--
17.043276   --undefined--
17.045620   --undefined--
17.047964   --undefined--
17.050307   27.613826
17.052651   27.246883
17.054995   26.349170
17.057339   --undefined--
17.059682   --undefined--
17.062026   --undefined--
17.064370   --undefined--
17.066714   --undefined--
17.069057   14.681298
17.071401   14.695927
17.073745   15.063844
17.076089   14.872824
17.078432   15.363032
17.080776   --undefined--
17.083120   --undefined--
17.085464   --undefined--
17.087807   --undefined--
17.090151   --undefined--
17.092495   --undefined--
17.094839   --undefined--
17.097182   --undefined--
17.099526   14.748308
17.101870   14.202061
17.104214   14.215793
17.106557   14.383620
17.108901   15.374631
17.111245   --undefined--
17.113589   --undefined--
17.115932   --undefined--
17.118276   --undefined--
17.120620   --undefined--
17.122964   --undefined--
17.125307   --undefined--
17.127651   --undefined--
17.129995   --undefined--
17.132339   --undefined--
17.134682   --undefined--
17.137026   --undefined--
17.139370   --undefined--
17.141714   --undefined--
17.144057   --undefined--
17.146401   --undefined--
17.148745   --undefined--
17.151089   --undefined--
17.153432   --undefined--
17.155776   --undefined--
17.158120   --undefined--
17.160464   --undefined--
17.162807   --undefined--
17.165151   --undefined--
17.167495   --undefined--
17.169839   --undefined--
17.172182   27.355310
17.174526   25.378450
17.176870   22.550803
17.179214   22.041350
17.181557   21.726178
17.183901   --undefined--
17.186245   --undefined--
17.188589   --undefined--
17.190932   --undefined--
17.193276   --undefined--
17.195620   --undefined--
17.197964   --undefined--
17.200307   --undefined--
17.202651   --undefined--
17.204995   --undefined--
17.207339   --undefined--
17.209682   --undefined--
17.212026   --undefined--
17.214370   --undefined--
17.216714   --undefined--
17.219057   --undefined--
17.221401   --undefined--
17.223745   --undefined--
17.226089   --undefined--
17.228432   --undefined--
17.230776   --undefined--
17.233120   --undefined--
17.235464   --undefined--
17.237807   --undefined--
17.240151   --undefined--
17.242495   --undefined--
17.244839   --undefined--
17.247182   --undefined--
17.249526   --undefined--
17.251870   --undefined--
17.254214   --undefined--
17.256557   --undefined--
17.258901   --undefined--
17.261245   --undefined--
17.263589   --undefined--
17.265932   --undefined--
17.268276   --undefined--
17.270620   --undefined--
17.272964   --undefined--
17.275307   --undefined--
17.277651   --undefined--
17.279995   --undefined--
17.282339   --undefined--
17.284682   --undefined--
17.287026   --undefined--
17.289370   --undefined--
17.291714   --undefined--
17.294057   27.754039
17.296401   26.681195
17.298745   24.149813
17.301089   22.229198
17.303432   21.733336
17.305776   21.540629
17.308120   --undefined--
17.310464   --undefined--
17.312807   --undefined--
17.315151   --undefined--
17.317495   --undefined--
17.319839   --undefined--
17.322182   --undefined--
17.324526   --undefined--
17.326870   --undefined--
17.329214   --undefined--
17.331557   --undefined--
17.333901   --undefined--
17.336245   --undefined--
17.338589   --undefined--
17.340932   --undefined--
17.343276   --undefined--
17.345620   --undefined--
17.347964   --undefined--
17.350307   --undefined--
17.352651   --undefined--
17.354995   --undefined--
17.357339   --undefined--
17.359682   --undefined--
17.362026   --undefined--
17.364370   --undefined--
17.366714   --undefined--
17.369057   --undefined--
17.371401   --undefined--
17.373745   --undefined--
17.376089   --undefined--
17.378432   --undefined--
17.380776   --undefined--
17.383120   --undefined--
17.385464   --undefined--
17.387807   --undefined--
17.390151   --undefined--
17.392495   --undefined--
17.394839   --undefined--
17.397182   --undefined--
17.399526   --undefined--
17.401870   --undefined--
17.404214   --undefined--
17.406557   --undefined--
17.408901   --undefined--
17.411245   --undefined--
17.413589   --undefined--
17.415932   --undefined--
17.418276   --undefined--
17.420620   --undefined--
17.422964   --undefined--
17.425307   --undefined--
17.427651   --undefined--
17.429995   --undefined--
17.432339   --undefined--
17.434682   --undefined--
17.437026   --undefined--
17.439370   --undefined--
17.441714   --undefined--
17.444057   --undefined--
17.446401   15.141191
17.448745   14.621527
17.451089   14.824218
17.453432   15.049092
17.455776   15.201144
17.458120   14.740418
17.460464   14.717612
17.462807   15.252890
17.465151   15.373763
17.467495   15.091904
17.469839   --undefined--
17.472182   --undefined--
17.474526   --undefined--
17.476870   --undefined--
17.479214   --undefined--
17.481557   --undefined--
17.483901   --undefined--
17.486245   15.616247
17.488589   16.604268
17.490932   16.421870
17.493276   --undefined--
17.495620   --undefined--
17.497964   --undefined--
17.500307   --undefined--
17.502651   --undefined--
17.504995   --undefined--
17.507339   --undefined--
17.509682   --undefined--
17.512026   --undefined--
17.514370   --undefined--
17.516714   --undefined--
17.519057   --undefined--
17.521401   --undefined--
17.523745   --undefined--
17.526089   --undefined--
