Time_s   Intensity_dB
16.950698   39.884763
16.953198   41.510033
16.955698   41.639272
16.958198   39.775609
16.960698   37.810201
16.963198   35.933422
16.965698   34.399271
16.968198   33.684990
16.970698   33.155912
16.973198   33.544797
16.975698   33.639504
16.978198   32.869407
16.980698   32.314511
16.983198   32.119460
16.985698   32.346045
16.988198   31.566684
16.990698   30.467628
16.993198   30.328600
16.995698   29.770938
16.998198   29.538942
17.000698   30.598692
17.003198   32.053318
17.005698   31.741022
17.008198   30.661441
17.010698   30.287531
17.013198   28.632555
17.015698   27.490444
17.018198   28.206954
17.020698   28.031164
17.023198   27.166040
17.025698   27.363766
17.028198   27.900330
17.030698   27.302161
17.033198   27.199883
17.035698   27.332107
17.038198   26.365843
17.040698   24.851962
17.043198   23.608723
17.045698   28.047663
17.048198   38.267829
17.050698   47.095328
17.053198   52.353312
17.055698   53.729696
17.058198   52.934326
17.060698   52.568482
17.063198   51.755047
17.065698   50.234072
17.068198   50.078762
17.070698   50.387390
17.073198   50.817233
17.075698   50.837974
17.078198   50.706634
17.080698   49.770964
17.083198   48.823163
17.085698   48.462821
17.088198   49.111904
17.090698   50.289029
17.093198   50.720332
17.095698   49.948716
17.098198   49.070196
17.100698   48.835642
17.103198   47.227463
17.105698   45.278178
17.108198   44.015785
17.110698   42.874756
17.113198   43.143010
17.115698   42.277200
17.118198   40.146198
17.120698   39.261536
17.123198   38.698828
17.125698   38.170820
17.128198   38.338441
17.130698   37.782831
17.133198   37.083115
17.135698   36.488106
17.138198   35.021199
17.140698   34.445418
17.143198   34.186133
17.145698   33.415926
17.148198   32.853978
17.150698   31.969598
17.153198   30.881354
17.155698   30.517078
17.158198   30.505332
17.160698   31.260108
17.163198   33.397327
17.165698   34.454143
17.168198   40.241036
17.170698   46.865026
17.173198   49.255714
17.175698   49.122566
17.178198   48.726769
17.180698   47.462038
17.183198   44.763230
17.185698   41.055723
17.188198   40.305401
17.190698   40.637889
17.193198   39.451114
17.195698   37.745048
17.198198   35.676052
17.200698   34.343287
17.203198   34.895353
17.205698   35.303837
17.208198   36.157624
17.210698   35.677777
17.213198   33.147637
17.215698   31.922564
17.218198   30.951325
17.220698   29.387274
17.223198   29.373153
17.225698   29.132510
17.228198   28.265406
17.230698   27.812903
17.233198   28.047455
17.235698   28.037621
17.238198   27.326024
17.240698   26.127182
17.243198   24.181980
17.245698   22.993342
17.248198   22.562588
17.250698   22.113418
17.253198   22.105274
17.255698   21.572179
17.258198   20.530179
17.260698   20.317541
17.263198   20.455301
17.265698   20.965373
17.268198   21.460733
17.270698   22.020948
17.273198   21.924108
17.275698   20.724130
17.278198   20.047198
17.280698   20.754970
17.283198   21.255528
17.285698   22.642441
17.288198   31.001690
17.290698   42.938111
17.293198   51.292968
17.295698   54.996732
17.298198   55.390352
17.300698   54.961862
17.303198   53.892285
17.305698   51.413268
17.308198   48.071119
17.310698   46.356582
17.313198   47.750784
17.315698   50.630973
17.318198   51.924737
17.320698   50.987667
17.323198   49.550925
17.325698   47.410489
17.328198   45.230020
17.330698   46.063209
17.333198   46.643703
17.335698   44.611096
17.338198   43.000357
17.340698   42.212379
17.343198   40.067199
17.345698   39.534723
17.348198   40.009334
17.350698   39.049822
17.353198   38.443621
17.355698   38.599453
17.358198   38.273302
17.360698   37.266641
17.363198   35.999844
17.365698   34.879467
17.368198   34.049244
17.370698   34.009270
17.373198   34.150257
17.375698   33.110658
17.378198   32.354091
17.380698   31.685639
17.383198   30.798962
17.385698   30.305273
17.388198   30.256323
17.390698   30.502100
17.393198   30.331127
17.395698   29.579191
17.398198   28.794353
17.400698   28.380228
17.403198   28.244630
17.405698   29.147404
17.408198   29.410971
17.410698   28.644422
17.413198   28.193274
17.415698   27.395245
17.418198   26.411269
17.420698   26.666851
17.423198   27.863357
17.425698   33.914284
17.428198   43.086933
17.430698   50.326384
17.433198   53.557348
17.435698   53.387852
17.438198   52.507192
17.440698   52.311164
17.443198   51.123676
17.445698   50.092429
17.448198   50.042106
17.450698   50.405585
17.453198   50.600153
17.455698   50.653533
17.458198   49.942256
17.460698   48.291956
17.463198   47.301442
17.465698   46.878314
17.468198   46.390330
17.470698   45.792577
17.473198   45.055227
17.475698   44.968027
17.478198   44.780644
17.480698   43.656341
17.483198   42.832091
17.485698   44.647892
17.488198   45.719771
17.490698   44.565144
17.493198   42.868525
17.495698   40.806487
17.498198   38.685857
17.500698   37.331385
17.503198   36.809341
17.505698   37.335201
17.508198   37.534901
17.510698   36.679559
17.513198   35.429092
17.515698   34.302998
17.518198   34.015227
17.520698   33.666685
17.523198   33.753348
17.525698   34.036350
