Time_s   Intensity_dB
13.823198   29.313491
13.825698   28.631503
13.828198   29.442062
13.830698   29.415393
13.833198   29.204319
13.835698   29.460579
13.838198   28.204046
13.840698   26.640763
13.843198   28.225919
13.845698   29.960073
13.848198   30.024617
13.850698   29.111901
13.853198   29.258541
13.855698   28.801324
13.858198   27.054110
13.860698   26.765064
13.863198   27.018984
13.865698   26.629681
13.868198   26.537288
13.870698   26.574927
13.873198   25.873925
13.875698   24.798694
13.878198   24.830455
13.880698   24.996607
13.883198   25.606231
13.885698   30.746357
13.888198   40.012655
13.890698   48.273925
13.893198   52.898914
13.895698   53.760839
13.898198   52.884265
13.900698   52.519670
13.903198   51.587727
13.905698   50.543020
13.908198   50.572685
13.910698   50.634248
13.913198   50.816169
13.915698   50.746164
13.918198   50.355069
13.920698   48.719160
13.923198   47.567705
13.925698   47.092858
13.928198   46.057684
13.930698   46.355536
13.933198   47.573294
13.935698   47.294412
13.938198   46.186169
13.940698   45.314033
13.943198   46.056929
13.945698   47.081644
13.948198   46.803566
13.950698   44.672674
13.953198   42.585896
13.955698   41.486744
13.958198   40.709157
13.960698   40.937181
13.963198   40.284291
13.965698   38.374923
13.968198   37.923014
13.970698   37.550202
13.973198   35.267874
13.975698   32.996736
13.978198   33.282891
13.980698   33.931273
13.983198   33.440995
13.985698   32.892148
13.988198   32.560912
13.990698   32.014519
13.993198   31.862962
13.995698   32.774021
13.998198   39.151666
14.000698   47.394397
14.003198   51.158945
14.005698   51.407074
14.008198   50.847495
14.010698   49.740817
14.013198   47.254193
14.015698   43.606049
14.018198   41.731590
14.020698   42.574054
14.023198   42.392512
14.025698   41.454520
14.028198   39.997919
14.030698   37.777160
14.033198   36.665697
14.035698   36.316057
14.038198   36.472436
14.040698   36.823420
14.043198   34.749258
14.045698   32.455873
14.048198   32.404747
14.050698   31.318227
14.053198   30.162519
14.055698   29.777803
14.058198   29.139254
14.060698   28.355630
14.063198   29.139075
14.065698   30.682159
14.068198   30.388834
14.070698   28.669969
14.073198   27.035192
14.075698   26.981082
14.078198   27.028906
14.080698   26.509081
14.083198   25.888585
14.085698   25.045598
14.088198   23.879414
14.090698   23.001026
14.093198   22.984184
14.095698   23.153624
14.098198   23.609140
14.100698   24.484174
14.103198   23.831754
14.105698   22.586278
14.108198   22.929759
14.110698   23.713481
14.113198   25.048779
14.115698   26.998214
14.118198   29.262289
14.120698   33.480711
14.123198   43.714490
14.125698   51.914854
14.128198   55.469416
14.130698   55.638173
14.133198   55.142849
14.135698   54.045827
14.138198   51.367869
14.140698   48.018084
14.143198   46.258423
14.145698   47.174360
14.148198   48.599350
14.150698   48.826325
14.153198   49.401087
14.155698   49.531276
14.158198   47.707074
14.160698   45.879016
14.163198   44.808534
14.165698   43.901697
14.168198   42.463224
14.170698   40.653552
14.173198   39.772297
14.175698   38.539866
14.178198   38.055002
14.180698   38.260645
14.183198   37.298774
14.185698   37.055422
14.188198   38.311902
14.190698   38.768977
14.193198   37.457733
14.195698   35.423955
14.198198   34.175681
14.200698   33.499949
14.203198   33.223192
14.205698   32.578590
14.208198   31.619042
14.210698   31.364285
14.213198   31.466277
14.215698   31.244565
14.218198   30.616247
14.220698   30.541968
14.223198   30.309936
14.225698   29.221788
14.228198   28.684359
14.230698   28.144764
14.233198   27.289238
14.235698   27.916564
14.238198   29.681729
14.240698   29.654883
14.243198   28.634922
14.245698   28.824987
14.248198   28.067036
14.250698   26.664337
14.253198   26.914482
14.255698   27.517750
14.258198   28.483157
14.260698   34.152930
14.263198   42.643828
14.265698   49.633405
14.268198   53.404843
14.270698   54.097049
14.273198   53.741759
14.275698   53.524043
14.278198   52.417583
14.280698   51.361503
14.283198   51.339566
14.285698   51.386420
14.288198   51.287648
14.290698   51.210366
14.293198   50.979277
14.295698   49.355781
14.298198   48.151477
14.300698   48.873028
14.303198   48.896372
14.305698   48.335102
14.308198   47.754195
14.310698   47.217155
14.313198   46.863620
14.315698   46.536475
14.318198   46.403728
14.320698   47.409031
14.323198   48.206599
14.325698   46.900963
14.328198   43.773439
14.330698   41.529467
14.333198   40.954070
14.335698   40.521219
14.338198   40.325939
14.340698   40.408079
14.343198   39.770535
14.345698   38.895744
14.348198   38.427659
14.350698   37.239997
14.353198   35.844292
14.355698   34.658496
14.358198   35.030920
14.360698   35.844828
14.363198   34.662462
14.365698   32.315049
14.368198   31.600572
14.370698   31.845556
14.373198   32.005994
14.375698   33.386158
14.378198   34.888809
14.380698   34.300726
14.383198   32.387210
14.385698   30.837845
14.388198   29.703027
14.390698   28.954928
14.393198   28.912947
14.395698   28.657021
14.398198   27.684676
14.400698   28.282916
14.403198   28.916981
14.405698   28.290002
14.408198   28.175901
14.410698   32.649945
14.413198   44.229110
14.415698   51.986724
14.418198   55.129037
14.420698   55.674718
14.423198   55.782973
14.425698   54.496214
14.428198   51.547467
14.430698   47.808936
14.433198   46.214402
14.435698   46.372271
14.438198   45.349809
14.440698   43.345763
14.443198   41.303076
14.445698   39.563816
14.448198   39.083121
14.450698   39.844925
14.453198   40.814164
14.455698   40.818748
14.458198   39.331085
14.460698   38.546130
14.463198   37.263861
14.465698   35.817110
14.468198   35.806918
14.470698   34.780094
14.473198   34.076374
14.475698   33.836227
14.478198   34.507457
14.480698   35.428202
14.483198   34.676645
14.485698   32.834470
14.488198   31.244023
14.490698   31.301064
14.493198   31.109617
14.495698   29.635047
14.498198   28.354742
14.500698   27.535950
14.503198   26.201748
14.505698   25.263609
14.508198   25.402459
14.510698   25.673476
14.513198   25.180455
14.515698   24.861564
14.518198   25.134538
14.520698   24.526427
14.523198   24.079838
14.525698   25.512387
14.528198   26.879027
14.530698   26.884324
14.533198   28.039010
14.535698   37.680323
14.538198   48.200704
14.540698   53.764696
14.543198   55.188997
14.545698   54.777180
14.548198   54.003345
14.550698   51.822494
14.553198   48.754934
14.555698   46.469446
14.558198   47.588297
14.560698   49.911985
14.563198   50.291146
14.565698   49.385485
14.568198   48.142380
14.570698   46.748568
14.573198   45.457922
14.575698   43.740095
14.578198   43.312438
14.580698   42.961329
14.583198   41.804302
14.585698   39.381238
14.588198   37.022429
14.590698   37.612118
14.593198   38.250791
14.595698   38.262744
14.598198   38.026733
14.600698   36.829853
14.603198   36.079023
14.605698   35.600720
14.608198   34.090798
14.610698   33.204323
14.613198   33.752171
14.615698   33.483739
14.618198   32.391338
14.620698   30.855830
14.623198   29.935698
14.625698   29.209100
14.628198   28.018879
14.630698   26.690808
14.633198   27.036134
14.635698   28.214532
14.638198   28.108721
14.640698   27.774006
14.643198   29.277464
14.645698   36.335440
14.648198   45.750170
14.650698   51.992574
14.653198   54.345548
14.655698   54.311043
14.658198   53.969021
14.660698   53.173791
14.663198   51.520480
14.665698   50.928262
14.668198   51.179361
14.670698   51.543800
14.673198   51.250348
14.675698   51.029079
14.678198   49.856430
14.680698   47.948671
14.683198   46.644124
14.685698   47.636021
14.688198   49.536310
14.690698   49.916613
14.693198   49.094302
14.695698   48.339334
14.698198   47.840191
14.700698   45.988276
14.703198   44.414753
14.705698   43.723682
14.708198   43.086287
14.710698   42.984439
14.713198   41.697975
14.715698   40.168415
14.718198   40.205026
14.720698   39.528573
14.723198   38.380953
14.725698   38.099750
14.728198   37.878438
14.730698   35.283681
14.733198   32.738427
14.735698   31.702109
14.738198   31.876042
14.740698   32.946133
14.743198   32.819196
14.745698   31.953712
14.748198   31.608462
14.750698   31.219077
14.753198   30.625086
14.755698   31.154221
14.758198   31.801146
14.760698   33.195517
14.763198   33.189307
14.765698   30.872876
14.768198   29.879315
14.770698   29.590961
14.773198   28.267366
14.775698   27.750967
14.778198   27.856592
14.780698   28.663213
14.783198   39.590729
14.785698   49.720034
14.788198   54.722113
14.790698   55.810045
14.793198   55.555267
14.795698   54.801628
14.798198   52.558352
14.800698   49.590857
14.803198   47.231269
14.805698   47.307916
14.808198   47.295747
14.810698   45.679850
14.813198   43.484106
14.815698   41.564031
14.818198   40.591572
14.820698   41.209328
14.823198   41.716681
14.825698   42.396116
14.828198   42.044981
14.830698   42.001471
14.833198   43.578803
14.835698   43.452012
14.838198   41.219874
14.840698   38.512907
14.843198   35.650331
14.845698   34.995435
14.848198   35.542047
14.850698   37.199578
14.853198   37.545543
14.855698   35.906555
14.858198   34.058574
14.860698   33.400517
14.863198   33.912665
14.865698   33.825865
14.868198   32.071355
14.870698   30.147763
14.873198   29.260440
14.875698   28.445721
14.878198   28.547799
14.880698   28.992351
14.883198   28.212346
14.885698   27.032687
14.888198   27.317398
14.890698   27.194622
14.893198   26.075146
14.895698   26.047214
14.898198   27.760529
14.900698   28.542617
14.903198   27.986736
14.905698   27.419291
14.908198   26.193821
14.910698   24.721143
14.913198   24.902178
14.915698   24.841568
14.918198   24.344951
14.920698   23.938775
14.923198   24.108752
14.925698   24.659788
14.928198   24.090995
14.930698   23.564517
14.933198   29.929603
14.935698   39.755235
14.938198   47.997238
14.940698   52.834411
14.943198   53.910963
14.945698   53.013372
14.948198   52.524788
14.950698   51.497515
14.953198   50.183149
14.955698   50.381048
14.958198   50.750125
14.960698   51.023150
14.963198   51.014014
14.965698   51.005906
14.968198   50.548659
14.970698   50.022923
14.973198   49.079256
14.975698   47.922429
14.978198   46.559123
14.980698   46.572625
14.983198   46.969013
14.985698   46.581394
14.988198   46.886002
14.990698   46.927677
14.993198   46.376158
14.995698   45.501791
14.998198   43.748547
15.000698   41.494356
15.003198   39.989074
15.005698   38.989488
15.008198   38.395906
15.010698   37.641258
15.013198   36.390799
15.015698   36.298316
15.018198   36.263767
15.020698   36.865140
15.023198   37.998931
15.025698   37.289327
15.028198   35.273693
15.030698   38.774253
15.033198   45.440300
15.035698   48.046087
15.038198   47.601090
15.040698   46.771921
15.043198   44.844785
15.045698   41.568902
15.048198   39.548953
15.050698   40.343124
15.053198   40.403275
15.055698   39.121119
15.058198   37.983635
15.060698   35.834791
15.063198   33.468435
15.065698   33.016178
15.068198   33.687166
15.070698   34.224324
15.073198   33.783170
15.075698   31.849087
15.078198   30.141561
15.080698   29.318351
15.083198   28.218781
15.085698   28.139343
15.088198   28.341467
15.090698   27.287186
15.093198   26.479212
15.095698   25.750840
15.098198   25.460000
15.100698   25.733745
15.103198   25.229784
15.105698   24.380833
15.108198   23.896117
15.110698   23.888223
15.113198   23.873493
15.115698   23.774119
15.118198   23.710802
15.120698   22.593539
15.123198   21.975947
15.125698   21.942539
15.128198   21.797001
15.130698   21.071587
15.133198   20.365819
15.135698   20.885770
15.138198   21.074615
15.140698   20.867982
15.143198   21.630801
15.145698   22.804230
15.148198   22.767155
15.150698   21.690046
15.153198   20.963232
15.155698   20.146768
15.158198   20.195368
15.160698   20.926626
15.163198   21.028294
15.165698   26.744503
15.168198   38.318335
15.170698   48.435719
15.173198   54.067293
15.175698   55.646999
15.178198   55.386844
15.180698   54.946988
15.183198   53.079996
15.185698   50.062672
15.188198   47.369619
15.190698   47.027485
15.193198   47.707667
15.195698   47.928174
15.198198   49.511038
15.200698   50.135879
15.203198   48.750597
15.205698   47.810170
15.208198   46.889078
15.210698   46.309912
15.213198   45.497986
15.215698   43.736131
15.218198   42.997211
15.220698   41.727801
15.223198   40.971125
15.225698   40.992992
15.228198   39.396894
15.230698   37.543515
15.233198   37.221136
15.235698   38.476933
15.238198   39.301476
15.240698   38.730866
15.243198   38.348226
15.245698   37.451263
15.248198   36.154914
15.250698   35.135711
15.253198   33.965395
15.255698   32.940852
15.258198   32.076095
15.260698   32.331557
15.263198   32.551132
15.265698   31.827639
15.268198   31.472678
15.270698   30.296581
15.273198   28.802234
15.275698   28.887115
15.278198   28.822225
15.280698   29.099897
15.283198   30.430259
15.285698   31.436948
15.288198   31.022089
15.290698   30.827155
15.293198   30.627973
15.295698   29.040471
15.298198   28.553502
15.300698   28.856536
15.303198   28.042239
15.305698   31.545393
15.308198   40.895024
15.310698   48.866869
15.313198   53.105937
15.315698   53.724076
15.318198   52.850160
15.320698   52.392997
15.323198   51.193868
15.325698   50.051226
15.328198   50.178759
15.330698   50.304836
15.333198   50.554570
15.335698   50.608680
15.338198   50.222868
15.340698   49.330746
15.343198   49.469237
15.345698   49.350933
15.348198   48.256757
15.350698   47.010480
15.353198   46.435508
15.355698   45.937410
15.358198   45.238714
15.360698   45.190736
15.363198   45.506414
15.365698   46.165215
15.368198   46.594623
15.370698   44.572616
15.373198   41.125472
15.375698   39.635709
15.378198   39.389880
15.380698   39.195759
15.383198   38.540468
15.385698   37.048848
15.388198   36.537937
15.390698   35.950890
15.393198   34.680733
15.395698   33.871854
15.398198   33.841799
15.400698   33.757671
15.403198   33.509928
15.405698   33.734601
15.408198   33.263788
15.410698   32.542797
15.413198   32.295543
15.415698   32.136041
15.418198   31.946676
15.420698   32.921881
15.423198   34.677410
15.425698   34.436018
15.428198   32.925655
15.430698   32.242387
15.433198   31.720725
15.435698   31.067143
15.438198   30.448007
15.440698   29.729594
15.443198   29.245625
15.445698   29.397771
15.448198   29.356329
15.450698   29.263185
15.453198   31.857405
15.455698   43.037457
15.458198   51.078909
15.460698   54.312088
15.463198   54.740701
15.465698   54.919461
15.468198   54.040665
15.470698   51.510123
15.473198   47.701067
15.475698   45.383369
15.478198   45.342889
15.480698   44.411252
15.483198   42.580781
15.485698   40.677303
15.488198   38.801615
15.490698   38.803152
15.493198   39.637110
15.495698   40.070231
15.498198   39.718321
15.500698   37.301856
15.503198   35.572662
15.505698   35.030301
15.508198   33.809660
15.510698   33.316580
15.513198   32.485789
15.515698   32.074528
15.518198   32.138076
15.520698   33.172760
15.523198   34.403727
15.525698   33.580745
15.528198   31.436683
15.530698   29.619724
15.533198   29.403052
15.535698   29.226117
15.538198   28.003259
15.540698   26.685709
15.543198   25.388729
15.545698   24.142703
15.548198   23.177060
15.550698   23.069281
15.553198   24.014986
15.555698   24.198064
15.558198   24.364598
15.560698   24.667800
15.563198   23.880432
15.565698   23.586802
15.568198   26.131233
15.570698   34.897493
15.573198   46.007993
15.575698   52.876437
15.578198   55.319791
15.580698   55.216354
15.583198   54.858130
15.585698   53.325399
15.588198   50.315887
15.590698   47.222328
15.593198   46.915276
15.595698   49.519577
15.598198   51.439702
15.600698   51.053008
15.603198   50.373703
15.605698   48.861512
15.608198   46.416175
15.610698   44.867069
15.613198   44.256877
15.615698   43.976914
15.618198   43.318083
15.620698   42.645727
15.623198   41.008733
15.625698   38.296821
15.628198   36.222333
15.630698   35.808696
15.633198   36.540443
15.635698   36.800377
15.638198   36.933376
15.640698   37.418481
15.643198   36.805725
15.645698   35.500772
15.648198   33.996673
15.650698   32.976892
15.653198   32.020552
15.655698   31.376017
15.658198   31.880814
15.660698   32.184113
15.663198   30.904549
15.665698   28.996060
15.668198   28.159415
15.670698   28.323309
15.673198   27.842149
15.675698   27.826735
15.678198   27.697026
15.680698   25.846962
15.683198   24.668628
15.685698   26.659410
15.688198   28.317619
15.690698   28.535722
15.693198   33.892154
15.695698   42.551096
15.698198   49.744751
15.700698   53.664352
15.703198   54.391811
15.705698   53.860392
15.708198   53.476667
15.710698   52.369058
15.713198   51.344127
15.715698   51.396400
15.718198   51.344919
15.720698   51.193435
15.723198   51.184537
15.725698   50.836972
15.728198   49.633352
15.730698   50.044570
15.733198   50.756359
15.735698   50.206803
15.738198   49.585902
15.740698   49.148029
15.743198   48.218437
15.745698   47.494169
15.748198   46.976476
15.750698   47.228196
15.753198   48.046247
15.755698   47.913402
15.758198   46.862124
15.760698   45.222576
15.763198   42.586269
15.765698   41.013837
15.768198   40.965430
15.770698   40.494486
15.773198   39.897354
15.775698   38.940453
15.778198   37.152256
15.780698   34.840239
15.783198   34.492315
15.785698   34.515068
15.788198   33.589450
15.790698   32.172725
15.793198   31.824848
15.795698   31.696781
15.798198   30.661641
15.800698   29.759705
15.803198   29.560598
15.805698   30.566622
15.808198   32.364074
15.810698   33.835075
15.813198   32.700333
15.815698   30.136030
15.818198   29.228795
15.820698   28.549577
15.823198   27.386956
15.825698   26.458520
15.828198   26.215603
15.830698   26.230679
15.833198   27.133321
15.835698   33.040730
15.838198   44.844427
15.840698   52.271051
15.843198   55.118384
15.845698   55.425159
15.848198   55.312111
15.850698   53.808970
15.853198   50.819059
15.855698   47.475033
15.858198   46.418010
15.860698   46.558924
15.863198   45.382845
15.865698   43.155087
15.868198   41.078706
15.870698   39.450069
15.873198   39.654382
15.875698   40.472816
15.878198   41.236189
15.880698   42.186859
15.883198   43.281921
15.885698   43.318526
15.888198   41.325097
15.890698   38.984782
15.893198   36.237026
15.895698   34.382391
15.898198   34.759438
15.900698   35.166870
15.903198   35.938136
15.905698   36.365230
15.908198   35.303831
15.910698   32.946990
15.913198   31.652245
15.915698   31.999438
15.918198   32.235505
15.920698   32.737929
15.923198   31.727416
15.925698   29.678292
15.928198   28.044152
15.930698   26.939935
15.933198   27.112260
15.935698   27.477818
15.938198   26.886732
15.940698   26.544137
15.943198   26.879596
15.945698   26.602467
15.948198   26.702329
15.950698   27.766370
15.953198   28.266882
15.955698   27.504986
15.958198   26.786515
15.960698   26.071260
15.963198   24.828495
15.965698   24.370018
15.968198   25.098331
15.970698   25.563740
15.973198   25.453102
15.975698   25.401870
15.978198   25.629616
15.980698   25.092203
15.983198   24.616297
15.985698   24.508781
15.988198   25.945147
15.990698   34.658578
15.993198   44.095802
15.995698   50.943491
15.998198   53.935050
16.000698   54.040716
16.003198   53.572906
16.005698   52.865443
16.008198   51.135595
16.010698   50.150830
16.013198   50.192241
16.015698   50.531607
16.018198   50.589981
16.020698   50.862139
16.023198   51.125052
16.025698   50.976392
16.028198   49.941658
16.030698   49.283452
16.033198   49.190581
16.035698   48.772664
16.038198   48.781763
16.040698   48.908882
16.043198   47.856519
16.045698   46.788441
16.048198   47.067804
16.050698   47.031924
16.053198   46.027849
16.055698   44.533883
16.058198   43.428467
16.060698   41.254684
16.063198   40.276902
16.065698   40.748115
16.068198   39.497718
16.070698   38.532289
16.073198   37.438230
16.075698   35.441340
16.078198   34.378035
16.080698   34.428022
16.083198   35.101961
16.085698   34.963789
16.088198   33.505398
16.090698   32.985387
16.093198   31.868114
16.095698   30.525008
16.098198   31.506128
16.100698   31.643768
16.103198   31.268249
16.105698   37.336102
16.108198   45.363014
16.110698   49.540584
16.113198   50.189283
16.115698   49.834088
16.118198   49.195387
16.120698   47.316632
16.123198   44.229442
16.125698   42.023749
16.128198   42.222066
16.130698   41.624781
16.133198   39.731353
16.135698   37.380058
16.138198   35.112139
16.140698   34.704504
16.143198   34.885974
16.145698   35.533248
16.148198   36.317569
16.150698   34.205926
16.153198   30.465706
16.155698   29.616276
16.158198   29.387111
16.160698   29.400326
16.163198   29.049685
16.165698   28.003149
16.168198   26.834863
16.170698   26.211270
16.173198   27.750783
16.175698   28.641841
16.178198   27.675225
16.180698   25.457110
16.183198   23.805844
16.185698   23.689035
16.188198   24.558271
16.190698   24.851943
16.193198   23.877241
16.195698   22.352034
16.198198   21.455990
16.200698   21.211195
16.203198   21.349930
16.205698   21.766974
16.208198   21.466428
16.210698   21.775522
16.213198   22.547975
16.215698   24.520712
16.218198   33.245404
16.220698   44.610217
16.223198   52.193525
16.225698   55.251304
16.228198   55.327974
16.230698   55.033846
16.233198   53.911390
16.235698   51.248634
16.238198   48.192639
16.240698   46.900075
16.243198   48.091227
16.245698   49.938499
16.248198   49.723986
16.250698   49.198829
16.253198   49.102741
16.255698   47.501029
16.258198   46.136770
16.260698   45.232461
16.263198   44.233057
16.265698   43.130982
16.268198   41.906508
16.270698   40.928968
16.273198   39.941572
16.275698   39.233110
16.278198   38.713891
16.280698   38.861567
16.283198   38.859209
16.285698   38.946071
16.288198   39.082685
16.290698   38.455189
16.293198   36.563832
16.295698   34.632883
16.298198   33.825849
16.300698   33.763022
16.303198   33.450942
16.305698   32.494084
16.308198   32.218030
16.310698   32.326320
16.313198   31.479988
16.315698   30.083941
16.318198   29.432113
16.320698   29.257081
16.323198   28.579254
16.325698   28.377556
16.328198   28.682353
16.330698   28.413368
16.333198   29.135631
16.335698   30.330702
16.338198   29.929075
16.340698   28.984564
16.343198   28.766431
16.345698   27.587186
16.348198   26.297697
16.350698   26.687254
16.353198   26.626122
16.355698   26.526880
16.358198   26.552270
16.360698   26.307409
16.363198   27.853964
16.365698   36.162664
16.368198   44.736062
16.370698   51.283593
16.373198   54.715437
16.375698   55.628445
16.378198   55.463975
16.380698   54.779457
16.383198   53.454461
16.385698   52.617828
16.388198   52.468328
16.390698   52.188826
16.393198   51.989234
16.395698   52.340786
16.398198   52.124001
16.400698   51.665933
16.403198   52.584888
16.405698   51.875180
16.408198   49.470735
16.410698   47.481071
16.413198   46.096145
16.415698   45.729743
16.418198   45.858496
16.420698   45.921502
16.423198   46.656231
16.425698   47.185179
16.428198   46.420117
16.430698   43.857595
16.433198   41.201436
16.435698   40.313401
16.438198   39.818929
16.440698   38.692489
16.443198   37.484402
16.445698   36.748163
16.448198   35.680886
16.450698   34.561797
16.453198   34.998142
16.455698   35.546847
16.458198   35.161966
16.460698   33.370210
16.463198   31.344503
16.465698   31.481606
16.468198   31.670562
16.470698   31.316346
16.473198   31.215437
16.475698   30.077645
16.478198   29.421230
16.480698   31.820174
16.483198   33.466440
16.485698   32.518774
16.488198   30.498933
16.490698   29.009826
16.493198   27.843580
16.495698   27.182739
16.498198   26.505163
16.500698   25.994068
16.503198   26.575413
16.505698   27.915709
16.508198   31.608403
16.510698   42.617108
16.513198   51.238868
16.515698   55.145406
16.518198   55.950801
16.520698   56.140182
16.523198   55.288383
16.525698   52.739879
16.528198   49.054021
16.530698   46.678630
16.533198   46.915002
16.535698   46.497035
16.538198   44.559486
16.540698   41.846333
16.543198   39.531567
16.545698   38.790195
16.548198   39.549268
16.550698   40.816735
16.553198   41.406552
16.555698   39.845528
16.558198   38.679256
16.560698   37.824004
16.563198   36.124140
16.565698   36.620476
16.568198   37.472382
16.570698   37.752248
16.573198   37.413160
16.575698   36.185374
16.578198   36.289040
16.580698   36.286641
16.583198   34.644775
16.585698   32.567067
16.588198   32.195162
16.590698   31.844760
16.593198   30.797947
16.595698   30.304331
16.598198   31.036137
16.600698   30.633168
16.603198   29.029898
16.605698   28.532824
16.608198   28.388661
16.610698   27.457531
16.613198   26.855230
16.615698   26.517465
16.618198   25.154464
16.620698   24.181024
16.623198   25.132788
16.625698   26.859753
16.628198   27.207604
16.630698   26.398179
16.633198   25.827345
16.635698   24.431515
16.638198   22.905703
16.640698   22.921867
16.643198   23.359752
16.645698   23.588863
16.648198   23.665426
16.650698   26.702378
16.653198   36.303561
16.655698   44.582252
16.658198   50.632077
16.660698   53.693673
16.663198   54.301917
16.665698   54.320349
16.668198   54.071506
16.670698   52.800982
16.673198   51.933957
16.675698   52.018515
16.678198   51.892740
16.680698   51.839008
16.683198   52.037596
16.685698   51.332442
16.688198   49.826481
16.690698   50.153646
16.693198   49.986566
16.695698   48.695117
16.698198   48.612785
16.700698   47.881476
16.703198   47.096104
16.705698   47.347487
16.708198   46.908634
16.710698   46.948908
16.713198   47.046668
16.715698   46.018335
16.718198   43.808746
16.720698   41.312605
16.723198   39.987277
16.725698   39.894738
16.728198   40.375255
16.730698   39.735881
16.733198   38.384967
16.735698   37.947626
16.738198   36.862408
16.740698   35.162138
16.743198   34.161667
16.745698   33.581246
16.748198   33.926569
16.750698   33.779425
16.753198   38.576726
16.755698   47.672644
16.758198   52.497306
16.760698   53.558960
16.763198   53.470899
16.765698   52.988394
16.768198   51.111047
16.770698   47.984332
16.773198   44.807802
16.775698   44.205525
16.778198   43.793735
16.780698   42.888361
16.783198   41.737985
16.785698   39.747572
16.788198   39.077517
16.790698   39.758865
16.793198   39.663558
16.795698   39.235871
16.798198   37.503905
16.800698   34.730236
16.803198   34.098822
16.805698   33.316395
16.808198   32.798300
16.810698   32.880206
16.813198   32.025996
16.815698   30.951485
16.818198   30.580898
16.820698   31.919587
16.823198   32.179710
16.825698   30.771526
16.828198   29.034661
16.830698   27.942942
16.833198   27.990080
16.835698   27.719969
16.838198   27.854650
16.840698   28.668168
16.843198   29.655814
16.845698   30.736079
16.848198   31.639318
16.850698   32.350509
16.853198   32.784849
16.855698   33.202813
16.858198   33.666275
16.860698   33.845451
16.863198   33.866997
16.865698   34.057091
16.868198   34.167120
16.870698   33.693682
16.873198   32.577947
16.875698   30.796600
16.878198   28.800240
16.880698   28.132009
16.883198   29.165724
16.885698   35.677818
16.888198   46.544736
16.890698   53.583233
16.893198   56.124346
16.895698   55.742118
16.898198   55.074931
16.900698   53.717337
16.903198   51.115990
16.905698   48.114740
16.908198   46.816158
16.910698   47.407519
16.913198   48.513063
16.915698   50.354203
16.918198   50.785281
16.920698   50.204264
16.923198   49.457386
16.925698   47.529618
16.928198   45.691493
16.930698   44.814422
16.933198   44.272484
16.935698   43.903237
16.938198   43.687399
16.940698   42.611555
16.943198   41.364367
16.945698   40.337482
16.948198   39.697279
